"","Site_code","Date","WY","ppt_pM","tmax_pM","tmin_pM","tavg_pM","vpdmin_pM","vpdmax_pM"
"1751","DC 6",2007-11-01,2008,37.0670013,20.5330009,6.2890005,13.4110003,2.171,15.7790003
"1752","DC 6",2007-12-01,2008,194.9589996,11.5050001,1.404,6.4540005,0.614,6.599
"1753","DC 6",2008-01-01,2008,231.3470001,10.073,1.503,5.7870002,0.47,5.9710002
"1754","DC 6",2008-02-01,2008,142.6289978,14.1590004,2.7030001,8.4310007,1.054,9.6029997
"1755","DC 6",2008-03-01,2008,34.743,18.0289993,4.441,11.2340002,1.689,13.8570004
"1756","DC 6",2008-04-01,2008,6.2490001,20.2849998,4.6950002,12.4900007,2.576,18.316
"1757","DC 6",2008-05-01,2008,7.546,25.1340008,9.9720001,17.5530014,4.1139998,24.2019997
"1758","DC 6",2008-06-01,2008,0,30.4169998,13.1050005,21.7610016,6.4860001,35.0900002
"1759","DC 6",2008-07-01,2008,0,33.8800011,16.566,25.2230015,7.8829999,41.9109993
"1760","DC 6",2008-08-01,2008,0,34.3240013,16.9290009,25.6260014,9.7790003,43.9490013
"1761","DC 6",2008-09-01,2008,0,31.7070007,14.0460005,22.8760014,9.0439997,39.1650009
"1762","DC 6",2008-10-01,2009,42.8110008,25.6329994,10.0600004,17.8460007,5.2820001,25.8969994
"1763","DC 6",2008-11-01,2009,98.9110031,19.2509995,7.2550001,13.2520008,1.4630001,12.8330002
"1764","DC 6",2008-12-01,2009,127.1989975,11.1520004,0.6670001,5.9090004,0.364,6.9190001
"1765","DC 6",2009-01-01,2009,62.5009995,15.9090004,3.6960001,9.802,2.536,13.1260004
"1766","DC 6",2009-02-01,2009,185.0570068,13.5389996,3.7330003,8.6350002,1.4119999,9.3310003
"1767","DC 6",2009-03-01,2009,135.5220032,16.382,4.2090001,10.2950001,1.999,12.5749998
"1768","DC 6",2009-04-01,2009,28.4449997,19.6900005,5.7980003,12.7440004,3.2739999,17.6870003
"1769","DC 6",2009-05-01,2009,114.9039993,25.8929996,11.7440004,18.8180008,3.8139999,24.0330009
"1770","DC 6",2009-06-01,2009,18.3689995,27.1889992,12.795001,19.9920006,3.6700001,26.0599995
"1771","DC 6",2009-07-01,2009,0,34.1279984,17.2160015,25.6710014,9.3940001,43.8289986
"1772","DC 6",2009-08-01,2009,0,32.5159988,16.3959999,24.4550018,8.3369999,39.8199997
"1773","DC 6",2009-09-01,2009,4.5640001,31.6599998,15.7880011,23.7240009,8.9809999,38.5699997
"1774","DC 6",2009-10-01,2010,70.435997,21.3929996,8.9510002,15.1710005,3.112,16.618
"1775","DC 6",2009-11-01,2010,49.4580002,17.3880005,5.4710002,11.4290009,1.513,12.1929998
"1776","DC 6",2009-12-01,2010,138.2339935,11.6619997,1.9520001,6.8060002,0.764,6.5349998
"1777","DC 6",2010-01-01,2010,234.9049988,12.2449999,4.3430004,8.2940006,0.58,5.8990002
"1778","DC 6",2010-02-01,2010,115.560997,13.9770002,4.9580002,9.467,0.613,6.9130001
"1779","DC 6",2010-03-01,2010,96.1070023,16.2199993,4.4970002,10.3580008,1.359,11.2779999
"1780","DC 6",2010-04-01,2010,180.7160034,15.6479998,5.0310001,10.3390007,0.954,10.0030003
"1781","DC 6",2010-05-01,2010,75.9889984,19.7000008,6.8730001,13.2860003,1.8150001,14.9259996
"1782","DC 6",2010-06-01,2010,1.347,27.7320004,13.3570004,20.5440006,3.4349999,25.8710003
"1783","DC 6",2010-07-01,2010,0,33.1640015,16.757,24.960001,6.3140001,38.2089996
"1784","DC 6",2010-08-01,2010,1.123,31.5450001,15.1850004,23.3650017,7.3660002,37.4659996
"1785","DC 6",2010-09-01,2010,0,30.0300007,14.0980005,22.0640011,7.1880002,34.1170006
"1786","DC 6",2010-10-01,2011,168.3379974,23.5289993,11.6280003,17.578001,3.875,20.4249992
"1787","DC 6",2010-11-01,2011,170.878006,16.2029991,5.0650001,10.6330004,1.444,11.217
"1788","DC 6",2010-12-01,2011,352.3009949,12.7559996,4.98,8.8670006,0.374,5.2329998
"1789","DC 6",2011-01-01,2011,61.1430016,13.3269997,2.7630002,8.0440006,0.908,8.3120003
"1790","DC 6",2011-02-01,2011,171.4880066,13.5509996,2.3720002,7.9610004,1.88,10.5970001
"1791","DC 6",2011-03-01,2011,383.1629944,12.835,4.4530001,8.6440001,0.665,7.1609998
"1792","DC 6",2011-04-01,2011,37.9710007,17.8120003,5.5740004,11.6930008,1.4170001,12.3629999
"1793","DC 6",2011-05-01,2011,70.302002,20.0340004,7.2240005,13.6290007,2.1949999,15.9960003
"1794","DC 6",2011-06-01,2011,52.368,25.4599991,12.0240002,18.7410011,2.9960001,22.3220005
"1795","DC 6",2011-07-01,2011,0,31.007,15.7840004,23.3950005,4.9250002,32.4700012
"1796","DC 6",2011-08-01,2011,0,32.6590004,16.2560005,24.4570007,6.8629999,38.0950012
"1797","DC 6",2011-09-01,2011,3.688,31.9920006,16.3120003,24.1520004,7.5120001,37.1259995
"1798","DC 6",2011-10-01,2012,78.7699966,23.1329994,10.6590004,16.8950005,2.5,17.5419998
"1799","DC 6",2011-11-01,2012,41.6380005,15.7049999,5.0270004,10.3660002,1.216,9.9770002
"1800","DC 6",2011-12-01,2012,3.717,14.8999996,2.276,8.5870008,2.3399999,12.1330004
"1801","DC 6",2012-01-01,2012,153.3739929,15.5600004,3.4600003,9.5100002,2.0510001,11.8610001
"1802","DC 6",2012-02-01,2012,57.8499985,15.4280005,3.4790001,9.4530001,1.517,11.1049995
"1803","DC 6",2012-03-01,2012,356.2149963,13.7349997,4.4560003,9.0950003,1.153,8.2860003
"1804","DC 6",2012-04-01,2012,176.7290039,18.5629997,6.7620001,12.6620007,1.619,13.1210003
"1805","DC 6",2012-05-01,2012,6.0407,24.927,10.0970001,17.512001,3.4579999,23.3390007
"1806","DC 6",2012-06-01,2012,10.6070004,28.3330002,12.3970003,20.3650017,4.8309999,30.5620003
"1807","DC 6",2012-07-01,2012,0.615,32.4449997,15.9720011,24.2080021,7.2360001,38.4490013
"1808","DC 6",2012-08-01,2012,0,35.0200005,17.927,26.4730015,10.6149998,47.1730003
"1809","DC 6",2012-09-01,2012,0,32.0099983,15.7480011,23.8780003,8.9069996,37.4770012
"1810","DC 6",2012-10-01,2013,42.6969986,24.1329994,11.0060005,17.5690002,4.1069999,21.3279991
"1811","DC 6",2012-11-01,2013,241.3329926,17.1849995,7.4390001,12.3110008,1.237,10.2209997
"1812","DC 6",2012-12-01,2013,380.7622986,11.5059996,3.0100002,7.2570004,0.381,5.302
"1813","DC 6",2013-01-01,2013,26.9220009,13.026,1.649,7.3370004,1.152,8.8990002
"1814","DC 6",2013-02-01,2013,18.9869995,15.5979996,2.5150001,9.0560007,1.655,11.6569996
"1815","DC 6",2013-03-01,2013,75.8219986,18.9489994,6.2550001,12.6010008,1.735,13.9879999
"1816","DC 6",2013-04-01,2013,34.8390007,22.066,8.3540001,15.210001,2.836,18.8279991
"1817","DC 6",2013-05-01,2013,18.9950008,24.9029999,11.0170002,17.960001,3.678,22.8549995
"1818","DC 6",2013-06-01,2013,38.1549988,29.6210003,14.3520002,21.986002,4.599,31.4470005
"1819","DC 6",2013-07-01,2013,0,34.5660019,18.4020004,26.4840012,9.8380003,43.9350014
"1820","DC 6",2013-08-01,2013,0.474,31.7250004,15.8310003,23.7780018,7.6360002,36.9830017
"1821","DC 6",2013-09-01,2013,30.4589996,27.9260006,13.8970003,20.9110012,4.994,28.2439995
"1822","DC 6",2013-10-01,2014,5.2389998,23.9650002,9.493,16.7290001,5.1890001,23.5149994
"1823","DC 6",2013-11-01,2014,42.1559982,19.5960007,6.3900003,12.993001,3.098,16.4090004
"1824","DC 6",2013-12-01,2014,12.4510002,15.0909996,2.006,8.5480003,2.402,12.4720001
"1825","DC 6",2014-01-01,2014,33.5769997,19.1919994,6.1820002,12.6860008,4.138,16.8740005
"1826","DC 6",2014-02-01,2014,283.098999,15.3509998,5.4280005,10.3890009,1.066,9.3629999
"1827","DC 6",2014-03-01,2014,204.9940033,18.2210007,7.0810003,12.651001,2.1760001,13.2880001
"1828","DC 6",2014-04-01,2014,59.2859993,20.9729996,7.7600002,14.3660011,2.1900001,17.1350002
"1829","DC 6",2014-05-01,2014,10.8719997,25.875,11.3070002,18.5910015,4.5300002,25.9610004
"1830","DC 6",2014-06-01,2014,0,30.5559998,14.0320005,22.2940006,6.4990001,35.6240005
"1831","DC 6",2014-07-01,2014,0,34.2550011,18.6130009,26.4340019,9.1940002,42.7060013
"1832","DC 6",2014-08-01,2014,2.372,32.1310005,17.4780006,24.8040009,7.6599998,36.6679993
"1833","DC 6",2014-09-01,2014,22.3980007,30.2420006,15.4300003,22.8360004,7.2979999,33.4729996
"1834","DC 6",2014-10-01,2015,30.4200001,25.6060009,11.967001,18.7860012,4.9439998,24.5090008
"1835","DC 6",2014-11-01,2015,127.1719971,17.7560005,6.9130001,12.3340006,1.391,11.099
"1836","DC 6",2014-12-01,2015,325.3980103,13.4200001,5.9390001,9.6790009,0.395,5.5609999
"1837","DC 6",2015-01-01,2015,0.764,16.5569992,4.7820001,10.6690006,1.339,11.0880003
"1838","DC 6",2015-02-01,2015,104.5759964,18.8010006,6.9210005,12.861001,1.775,12.9849997
"1839","DC 6",2015-03-01,2015,19.1219997,21.1819992,7.8610005,14.5210009,2.411,16.3290005
"1840","DC 6",2015-04-01,2015,77.0339966,21.1110001,7.0430002,14.0770006,2.2709999,17.6210003
"1841","DC 6",2015-05-01,2015,5.2540002,23.7830009,9.9040003,16.8430004,2.4360001,20.2910004
"1842","DC 6",2015-06-01,2015,5.5159998,31.9529991,15.5640011,23.7580013,6.9239998,37.3650017
"1843","DC 6",2015-07-01,2015,1.248,32.5719986,17.8080006,25.1890011,8.1540003,37.8310013
"1844","DC 6",2015-08-01,2015,0,32.5110016,16.7830009,24.6470013,8.6029997,38.9039993
"1845","DC 6",2015-09-01,2015,2.6670001,30.6229992,15.3970003,23.0090008,9.0909996,36.8769989
"1846","DC 6",2015-10-01,2016,11.8470001,26.2740002,13.1230011,19.6980019,5.0900002,24.9629993
"1847","DC 6",2015-11-01,2016,101.5800018,15.7910004,4.098,9.9440002,1.432,10.7510004
"1848","DC 6",2015-12-01,2016,230.470993,11.3920002,2.5170002,6.9540005,0.525,5.8779998
"1849","DC 6",2016-01-01,2016,314.1090088,12.4750004,4.5570002,8.5160007,0.459,5.4450002
"1850","DC 6",2016-02-01,2016,50.7649994,18.3390007,5.8860002,12.1120005,1.964,13.8000002
"1851","DC 6",2016-03-01,2016,341.2690125,16.7000008,6.3540001,11.5270004,0.981,9.9689999
"1852","DC 6",2016-04-01,2016,45.4160004,21.3740005,8.2930002,14.8330011,2.0369999,16.0170002
"1853","DC 6",2016-05-01,2016,30.3829994,23.8770008,10.7810001,17.3290005,2.6229999,19.9820004
"1854","DC 6",2016-06-01,2016,0.682,30.9200001,14.8030005,22.861002,6.1430001,35.8059998
"1855","DC 6",2016-07-01,2016,0,33.6040001,16.5820007,25.0930004,9.8999996,42.9189987
"1856","DC 6",2016-08-01,2016,0,33.3230019,16.5910015,24.9570007,9.2620001,41.4090004
"1857","DC 6",2016-09-01,2016,0,30.0020008,14.012001,22.0070019,7.3299999,34.1290016
"1858","DC 6",2016-10-01,2017,219.3379974,21.3579998,10.309,15.8330011,2.546,16.184
"1859","DC 6",2016-11-01,2017,134.9850006,17.566,6.9560003,12.2610006,1.159,11.0979996
"1860","DC 6",2016-12-01,2017,238.8950043,12.4499998,2.5100002,7.4800005,0.567,6.52
"1861","DC 6",2017-01-01,2017,507.8710022,10.8699999,2.7750001,6.8220005,0.444,4.5300002
"1862","DC 6",2017-02-01,2017,448.5650024,13.6099997,5.6430001,9.6260004,0.624,6.3740001
"1863","DC 6",2017-03-01,2017,139.4049988,17.7479992,6.3800001,12.0630007,1.233,11.8310003
"1864","DC 6",2017-04-01,2017,171.7980042,17.7670002,6.7880001,12.2770004,1.202,11.8809996
"1865","DC 6",2017-05-01,2017,5.6750002,25.5219994,10.7670002,18.144001,3.0320001,22.757
"1866","DC 6",2017-06-01,2017,15.6210003,30.3649998,15.0220003,22.6930008,4.7509999,32.4160004
"1867","DC 6",2017-07-01,2017,0,35.2859993,18.4470005,26.8660011,9.2030001,46.1380005
"1868","DC 6",2017-08-01,2017,0.061,34.618,18.7390003,26.6780014,7.744,41.144001
"1869","DC 6",2017-09-01,2017,2.846,29.9169998,15.5550003,22.736002,7.2030001,32.7560005
"1870","DC 6",2017-10-01,2018,18.2689991,25.7420006,10.5480003,18.1450005,5.9169998,26.3759995
"1871","DC 6",2017-11-01,2018,258.2420044,16.243,7.5400004,11.8910007,0.566,7.8210001
"1872","DC 6",2017-12-01,2018,19.2339993,16.1439991,3.6540003,9.8980007,1.8279999,12.1730003
"1873","DC 6",2018-01-01,2018,217.2409973,15.0930004,5.223,10.1580009,0.853,7.8540001
"1874","DC 6",2018-02-01,2018,28.2959995,16.2929993,3.0510001,9.6710005,2.2390001,13.099
"1875","DC 6",2018-03-01,2018,345.5209961,14.9659996,4.2820001,9.6230001,0.965,9.4790001
"1876","DC 6",2018-04-01,2018,134.9380035,20.0100002,7.2430005,13.6260004,1.666,14.8649998
"1877","DC 6",2018-05-01,2018,10.1049995,24.4820004,10.3170004,17.3990002,1.824,19.7339993
"1878","DC 6",2018-06-01,2018,0,30.1989994,13.2700005,21.7340012,4.8379998,33.4959984
"1879","DC 6",2018-07-01,2018,0,35.3800011,19.4760017,27.4280014,9.4989996,44.8730011
"1880","DC 6",2018-08-01,2018,0,33.0470009,16.4290009,24.7380009,8.3179998,40.3800011
"1881","DC 6",2018-09-01,2018,0,30.4990005,14.1090002,22.3040009,8.2220001,35.8689995
"1882","DC 6",2018-10-01,2019,20.3570004,25.1380005,11.5530005,18.3450012,5.618,23.9400005
"1883","DC 6",2018-11-01,2019,164.673996,19.7959995,7.3560004,13.5750008,4.1810002,17.3260002
"1884","DC 6",2018-12-01,2019,98.3000031,13.5380001,3.6760001,8.6070004,0.64,7.3899999
"1885","DC 6",2019-01-01,2019,264.3590088,14.3730001,4.6730003,9.5230007,1.087,8.1780005
"1886","DC 6",2019-02-01,2019,470.9809875,10.2399998,2.0400002,6.1390004,0.587,5.4699998
"1887","DC 6",2019-03-01,2019,186.1849976,14.5369997,5.013,9.7740002,1.094,8.8549995
"1888","DC 6",2019-04-01,2019,44.2610016,21.1849995,8.882,15.0333996,2.145,16.2709999
"1889","DC 6",2019-05-01,2019,124.5009995,21.1749992,8.6969995,14.9358997,1.4299999,15.2119999
"1890","DC 6",2019-06-01,2019,6.2950001,30.5830002,14.8520002,22.7174988,5.1220002,31.8290005
"1891","DC 6",2019-07-01,2019,0,32.9189987,17.1509991,25.0348988,6.8060002,38.5530014
"1892","DC 6",2019-08-01,2019,0,33.4239998,17.382,25.4028988,7.474,39.4459991
"1893","DC 6",2019-09-01,2019,51.6959991,28.5389996,14.0059996,21.2723999,5.6490002,29.6539993
"1894","DC 6",2019-10-01,2020,1.091,24.1499996,9.0559998,16.6028996,5.0830002,24.5949993
"1895","DC 6",2019-11-01,2020,35.7919998,20.3740005,7.1290002,13.7514992,3.727,18.2369995
"1896","DC 6",2019-12-01,2020,226.8730011,13.1960001,4.6989999,8.9474001,0.603,6.638
"1897","DC 6",2020-01-01,2020,100.802002,13.1210003,4.1849999,8.6530008,0.548,6.3909998
"1898","DC 6",2020-02-01,2020,0.255,18.3439999,4.5630002,11.4534998,2.8610001,15.1669998
"1899","DC 6",2020-03-01,2020,150.7169952,15.3210001,4.1960001,9.7585001,1.186,10.4139996
"1900","DC 6",2020-04-01,2020,92.1490021,19.9750004,7.7659998,13.8704996,1.892,15.1490002
"1901","DC 6",2020-05-01,2020,82.7900009,24.8110008,11.2069998,18.0089989,3.4649999,23.0629997
"1902","DC 6",2020-06-01,2020,1.529,29.7479992,14.1260004,21.9368992,5.2800002,31.6539993
"1903","DC 6",2020-07-01,2020,0,33.8050003,17.4829998,25.6439991,8.1969995,41.5349998
"1904","DC 6",2020-08-01,2020,0,34.7900009,18.7590008,26.7744999,9.6300001,44.0810013
"1905","DC 6",2020-09-01,2020,0,32.1910019,16.9529991,24.5719986,10.2910004,38.7449989
"1906","DC 6",2020-10-01,2021,0,28.8600006,13.7010002,21.2805004,9.4650002,33.6780014
"1907","DC 6",2020-11-01,2021,91.9990005,17.9920006,5.3800001,11.6859999,3.02,15.2969999
"1908","DC 6",2020-12-01,2021,88.2180023,15.3409996,3.5969999,9.4688997,1.806,11.0249996
"1909","DC 6",2021-01-01,2021,134.377594,13.7824993,3.839,8.8106995,1.3835,8.5661001
"1910","DC 6",2021-02-01,2021,74.9768982,15.4738998,3.7336998,9.6036997,1.4627999,10.8332996
"1911","DC 6",2021-03-01,2021,98.7099991,15.9871998,3.7625999,9.8747997,1.7558999,12.2319994
"1912","DC 6",2021-04-01,2021,7.9291,22.6644993,7.1178999,14.8910999,2.632,20.7936993
"1913","DC 6",2021-05-01,2021,1.6052999,26.8512001,10.6321993,18.7416,3.7932999,28.0452995
"1914","DC 6",2021-06-01,2021,0,32.5793991,15.6337996,24.1064987,6.2273998,40.967598
"1915","DC 6",2021-07-01,2021,0,36.0814972,19.1539001,27.6175995,9.9531994,50.5298996
"1916","DC 6",2021-08-01,2021,0,33.9595985,17.6357002,25.7975998,8.6885996,43.3550987
"1917","DC 6",2021-09-01,2021,14.2659998,31.8416996,15.3469,23.5942001,6.8904996,39.2793999
"1918","DC 6",2021-10-01,2022,309.2180786,21.3892994,9.6915998,15.5403996,3.2723,17.0935001
"1919","DC 6",2021-11-01,2022,52.085598,18.0100994,7.1002998,12.5550995,1.2111,10.6573
"1920","DC 6",2021-12-01,2022,335.5529785,11.1082001,3.1478999,7.1279998,0.6655006,5.8966999
"1921","DC 6",2022-01-01,2022,27.5252991,16.1534996,3.6020999,9.8776999,1.663,11.7932997
"1922","DC 6",2022-02-01,2022,1.553,18.0956001,3.5060999,10.8007994,2.8852003,16.1464005
"1923","DC 6",2022-03-01,2022,36.4937973,19.882,6.4006996,13.1412992,2.2737997,16.224699
"1924","DC 6",2022-04-01,2022,134.1499939,19.5814991,6.5752997,13.0782995,2.0047002,16.469799
"1925","DC 6",2022-05-01,2022,5.1036997,24.0481987,9.4289999,16.7384987,4.0964999,23.7803993
"1926","DC 6",2022-06-01,2022,23.6147003,29.921299,15.0118999,22.4664993,7.2005997,34.6641998
"1927","DC 6",2022-07-01,2022,0,33.9589005,17.8079987,25.8834,9.9067011,44.1329002
"1928","DC 6",2022-08-01,2022,0,34.6282005,18.8034992,26.7157993,10.2645988,44.8111992
"1929","DC 6",2022-09-01,2022,33.1693001,31.8500996,17.1914997,24.5206985,9.1288996,39.6213989
"1930","DC 6",2022-10-01,2023,0,27.3962994,12.5118999,19.9539986,6.5584998,28.9654999
"1931","DC 6",2022-11-01,2023,101.4182968,15.7782993,3.9441998,9.8611994,2.2088001,11.9954996
"1932","DC 6",2022-12-01,2023,384.2043762,11.6365995,3.2919998,7.4642,0.5593,5.5608997
"1933","DC 8",2000-01-01,2000,210.5820007,13.2720003,5.2210002,9.2460003,0.546,5.5050001
"1934","DC 8",2000-02-01,2000,357.4259949,14.3190002,6.3000002,10.309,0.527,6.0650001
"1935","DC 8",2000-03-01,2000,110.4820023,17.6159992,6.0190001,11.8170004,1.4630001,11.3170004
"1936","DC 8",2000-04-01,2000,52.3089981,22.1389999,8.6050005,15.3720007,2.2290001,17.2660007
"1937","DC 8",2000-05-01,2000,41.9570007,24.6679993,11.2600002,17.9630013,2.145,20.6089993
"1938","DC 8",2000-06-01,2000,7.8429999,31.6520004,14.8290005,23.2400017,4.632,35.0009995
"1939","DC 8",2000-07-01,2000,0,31.2549992,14.8590012,23.0570011,5.1810002,34.0130005
"1940","DC 8",2000-08-01,2000,0,32.9319992,16.875,24.9030018,7.777,39.1049995
"1941","DC 8",2000-09-01,2000,26.625,28.816,14.3800011,21.5980015,5.6170001,29.1930008
"1942","DC 8",2000-10-01,2001,85.0490036,22.4850006,10.5240002,16.5040016,2.652,17.3220005
"1943","DC 8",2000-11-01,2001,35.1879997,14.6099997,3.9180002,9.2630005,0.692,8.2910004
"1944","DC 8",2000-12-01,2001,33.5709991,14.3570004,4.2710004,9.3140001,0.573,7.5669999
"1945","DC 8",2001-01-01,2001,111.4540024,13.3540001,2.6020002,7.9780002,0.836,7.9099998
"1946","DC 8",2001-02-01,2001,161.5950012,13.2060003,4.2980003,8.7520008,1.063,7.7589998
"1947","DC 8",2001-03-01,2001,62.9589996,19.4860001,7.6050005,13.545001,1.201,12.5760002
"1948","DC 8",2001-04-01,2001,57.7410011,18.6800003,6.1700001,12.4250002,1.327,13.1129999
"1949","DC 8",2001-05-01,2001,0.024,29.9689999,13.8800011,21.9240017,5.4450002,31.8330002
"1950","DC 8",2001-06-01,2001,5.1040001,30.4850006,14.9460011,22.7150002,6.6869998,34.3720016
"1951","DC 8",2001-07-01,2001,0,32.6269989,16.2450008,24.4350014,6.3850002,36.8139992
"1952","DC 8",2001-08-01,2001,0,33.5040016,16.3320007,24.9180012,7.3379998,40.0180016
"1953","DC 8",2001-09-01,2001,11.2919998,30.2029991,14.5150003,22.3580017,5.0609999,31.0300007
"1954","DC 8",2001-10-01,2002,39.2540016,26.5949993,12.5860004,19.5900002,6.1929998,25.6060009
"1955","DC 8",2001-11-01,2002,142.6490021,17.8579998,8.526,13.1910009,0.93,9.4809999
"1956","DC 8",2001-12-01,2002,247.9859924,11.8809996,4.9390001,8.4090004,0.369,4.348
"1957","DC 8",2002-01-01,2002,94.3649979,12.0380001,3.0890002,7.5630002,0.387,5.2859998
"1958","DC 8",2002-02-01,2002,64.7559967,16.3220005,4.8930001,10.6070004,1.026,9.4530001
"1959","DC 8",2002-03-01,2002,135.1649933,16.9950008,4.704,10.8490009,1.645,11.7869997
"1960","DC 8",2002-04-01,2002,18.9349995,20.5380001,8.427,14.4820004,1.3660001,13.8280001
"1961","DC 8",2002-05-01,2002,39.8209991,24.4009991,9.7770004,17.0880013,1.938,20.8029995
"1962","DC 8",2002-06-01,2002,0,31.1329994,14.0100002,22.5710011,4.1869998,32.7939987
"1963","DC 8",2002-07-01,2002,0,34.2190018,17.2110004,25.7150021,6.401,40.2029991
"1964","DC 8",2002-08-01,2002,0,32.612999,15.3170004,23.9640007,6.1040001,37.3269997
"1965","DC 8",2002-09-01,2002,0,31.125,15.4300003,23.2770004,10.0360003,36.8040009
"1966","DC 8",2002-10-01,2003,0,24.4239998,10.1590004,17.2910004,4.5419998,22.0270004
"1967","DC 8",2002-11-01,2003,83.4720001,18.8999996,6.9800005,12.9400005,1.744,12.4399996
"1968","DC 8",2002-12-01,2003,313.9200134,13.507,5.4210005,9.4640007,0.762,6.4439998
"1969","DC 8",2003-01-01,2003,82.7269974,14.9870005,6.3350005,10.6610003,0.303,5.5440001
"1970","DC 8",2003-02-01,2003,51.6580009,15.3299999,4.4430003,9.8860006,1.0140001,8.5900002
"1971","DC 8",2003-03-01,2003,89.0439987,18.0259991,6.2340002,12.1290007,1.125,10.9300003
"1972","DC 8",2003-04-01,2003,139.0870056,16.0370007,6.0850005,11.0610008,0.861,8.8780003
"1973","DC 8",2003-05-01,2003,52.2770004,24.1210003,9.8030005,16.9619999,1.527,18.684
"1974","DC 8",2003-06-01,2003,0,31.0380001,14.1230011,22.5800018,3.5409999,31.3829994
"1975","DC 8",2003-07-01,2003,0,35.6619987,19.2090015,27.4350014,9.5240002,45.6870003
"1976","DC 8",2003-08-01,2003,40.3289986,31.7460003,16.4170017,24.0810013,4.7420001,33.7480011
"1977","DC 8",2003-09-01,2003,0,31.6919994,15.5760012,23.6340008,6.6069999,35.2879982
"1978","DC 8",2003-10-01,2004,1.336,28.1019993,12.703001,20.4020004,6.54,28.8589993
"1979","DC 8",2003-11-01,2004,102.9380035,14.9969997,5.1760001,10.0860004,0.806,7.908
"1980","DC 8",2003-12-01,2004,225.9790039,13.0860004,5.3530002,9.2190008,0.439,5.6230001
"1981","DC 8",2004-01-01,2004,90.2679977,11.7679996,3.7030001,7.7350001,0.448,4.9390001
"1982","DC 8",2004-02-01,2004,181.5160065,14.0080004,5.072,9.5400009,0.8,7.4099998
"1983","DC 8",2004-03-01,2004,35.7210007,22.0610008,8.9300003,15.4950008,2.4590001,16.5200005
"1984","DC 8",2004-04-01,2004,9.559,22.5690002,9.0270004,15.7980003,3.0179999,19.6539993
"1985","DC 8",2004-05-01,2004,5.9970002,25.5669994,10.4840002,18.0250015,2.4579999,22.4769993
"1986","DC 8",2004-06-01,2004,0,30.7089996,13.9820004,22.3450012,3.9909999,32.2229996
"1987","DC 8",2004-07-01,2004,0,33.2260017,16.9900017,25.1080017,6.599,38.4799995
"1988","DC 8",2004-08-01,2004,0,32.8300018,16.3670006,24.5980015,6.98,37.7480011
"1989","DC 8",2004-09-01,2004,7.3429999,30.3719997,14.802001,22.5870018,8.6709995,34.7439995
"1990","DC 8",2004-10-01,2005,107.5479965,22.7360001,11.2700005,17.0030003,3.8399999,18.7810001
"1991","DC 8",2004-11-01,2005,78.887001,16.1860008,5.6460004,10.9160004,0.879,9.1210003
"1992","DC 8",2004-12-01,2005,166.8639984,13.7250004,4.0380001,8.8810005,0.701,7.1789999
"1993","DC 8",2005-01-01,2005,136.5059967,11.1459999,3.7690003,7.4570003,0.323,4.0819998
